Order_ID,Order_Date,Ship_Date,Region,City,Category,Sub_Category,Customer_Segment,Payment_Mode,Sales,Quantity,Discount,Profit
ORD-10417,2024-03-14,2024-03-17,West,Hyderabad,Office Supplies,Pen Set,Home Office,UPI,6431.54,3,0.05,1276.64
ORD-10418,2024-08-03,2024-08-06,East,Delhi,Furniture,Table,Consumer,Net Banking,46386.55,1,0.25,-4444.22
ORD-10419,2024-04-24,2024-04-25,West,Hyderabad,Electronics,Laptop,Home Office,Credit Card,31367.49,2,0.24,-535.22
ORD-10420,2024-07-09,2024-07-14,West,Hyderabad,Furniture,Chair,Corporate,Net Banking,30620.08,6,0.05,386.48
ORD-10421,2024-01-10,2024-01-16,South,Mumbai,Office Supplies,Notebook,Home Office,Debit Card,6323.63,7,0.08,265.76
ORD-10422,2024-04-20,2024-04-27,South,Ahmedabad,Furniture,Sofa,Home Office,UPI,4838.32,9,0.17,-284.95
ORD-10423,2023-01-13,2023-01-17,East,Bangalore,Furniture,Sofa,Home Office,Net Banking,20150.59,7,0.28,-1114.99
ORD-10424,2024-06-26,2024-07-03,West,Ahmedabad,Electronics,Tablet,Corporate,Credit Card,8507.33,6,0.15,837.39
ORD-10425,2024-12-22,2024-12-27,South,Pune,Office Supplies,Pen Set,Home Office,Debit Card,42645.54,1,0.03,7825.03
ORD-10426,2025-09-28,2025-10-03,West,Ahmedabad,Office Supplies,Printer,Corporate,Net Banking,19340.85,8,0.16,663.09
ORD-10427,2025-03-20,2025-03-27,East,Bangalore,Electronics,Laptop,Home Office,Net Banking,7493.26,7,0.09,-178.46
ORD-10428,2025-07-11,2025-07-12,East,Bangalore,Furniture,Sofa,Home Office,Debit Card,20447.52,2,0.05,914.47
ORD-10429,2024-02-20,2024-02-21,East,Chennai,Electronics,Smartphone,Corporate,Debit Card,47887.48,2,0.19,1173.06
ORD-10430,2023-02-14,2023-02-20,North,Kolkata,Furniture,Sofa,Corporate,Net Banking,7059.97,6,0.09,573.79
ORD-10431,2025-10-26,2025-11-01,South,Pune,Furniture,Chair,Corporate,Debit Card,7390.3,6,0.25,-1008.73
ORD-10432,2025-03-24,2025-03-31,North,Pune,Office Supplies,Pen Set,Home Office,UPI,47663.48,6,0.04,3980.23
ORD-10433,2025-05-31,2025-06-07,West,Mumbai,Office Supplies,Pen Set,Consumer,Net Banking,3874.53,2,0.15,-207.25
ORD-10434,2025-10-08,2025-10-11,West,Delhi,Electronics,Laptop,Corporate,UPI,4458.29,4,0.13,-262.45
ORD-10435,2025-07-29,2025-08-04,West,Kolkata,Electronics,Laptop,Home Office,Debit Card,32220.9,2,0.2,-3853.46
ORD-10436,2025-06-03,2025-06-08,North,Kolkata,Furniture,Sofa,Consumer,UPI,3536.81,3,0.06,114.42
ORD-10437,2023-10-10,2023-10-11,South,Pune,Office Supplies,Printer,Consumer,Credit Card,24487.78,2,0.02,4138.61
ORD-10438,2025-03-30,2025-04-03,West,Delhi,Electronics,Headphones,Consumer,Debit Card,49192.11,3,0.05,734.24
ORD-10439,2024-11-27,2024-12-04,East,Delhi,Furniture,Wardrobe,Home Office,Net Banking,39243.45,3,0.05,5428.3
ORD-10440,2023-09-03,2023-09-04,South,Delhi,Office Supplies,Notebook,Home Office,Debit Card,31093.56,4,0.3,-2711.54
ORD-10441,2023-05-21,2023-05-28,South,Mumbai,Office Supplies,Printer,Corporate,Net Banking,30953.36,4,0.05,4059.37
ORD-10442,2023-07-05,2023-07-09,South,Delhi,Furniture,Chair,Consumer,UPI,42476.79,2,0.04,7956.79
ORD-10443,2023-12-08,2023-12-15,East,Ahmedabad,Office Supplies,Pen Set,Consumer,Debit Card,22764.34,3,0.11,519.62
ORD-10444,2023-07-28,2023-08-04,North,Chennai,Furniture,Table,Corporate,Debit Card,41463.13,5,0.12,5090.2
ORD-10445,2025-06-01,2025-06-02,North,Kolkata,Electronics,Tablet,Consumer,Debit Card,12804.72,5,0.01,1177.56
ORD-10446,2025-08-01,2025-08-07,West,Hyderabad,Furniture,Sofa,Corporate,UPI,38134.35,8,0.16,-2553.46
ORD-10447,2024-11-17,2024-11-20,West,Kolkata,Furniture,Wardrobe,Consumer,UPI,1099.98,2,0.19,-110.25
ORD-10448,2025-12-26,2026-01-01,North,Pune,Furniture,Sofa,Consumer,Credit Card,3698.53,4,0.11,-25.26
ORD-10449,2025-09-13,2025-09-18,North,Ahmedabad,Furniture,Table,Home Office,Debit Card,32481.46,5,0.25,-5859.12
ORD-10450,2023-02-01,2023-02-03,North,Mumbai,Furniture,Chair,Corporate,Debit Card,24667.94,4,0.26,-3979.05
ORD-10451,2023-01-24,2023-01-27,South,Ahmedabad,Electronics,Headphones,Corporate,Credit Card,32759.68,3,0.11,619.0
ORD-10452,2024-03-09,2024-03-15,North,Pune,Furniture,Table,Home Office,Credit Card,23242.62,5,0.29,-4959.3
ORD-10453,2025-11-05,2025-11-11,North,Delhi,Electronics,Headphones,Consumer,UPI,5556.4,8,0.09,542.45
ORD-10454,2025-08-26,2025-09-02,South,Ahmedabad,Electronics,Headphones,Home Office,Net Banking,22161.35,1,0.25,-4261.95
ORD-10455,2023-07-13,2023-07-15,South,Ahmedabad,Furniture,Wardrobe,Corporate,Credit Card,45137.22,5,0.25,-4554.78
ORD-10456,2025-05-02,2025-05-03,North,Delhi,Furniture,Wardrobe,Home Office,Net Banking,19624.27,6,0.19,-337.8
ORD-10457,2023-06-07,2023-06-10,East,Mumbai,Electronics,Smartphone,Corporate,Net Banking,3799.28,8,0.26,-717.54
ORD-10458,2023-08-30,2023-09-06,East,Delhi,Office Supplies,Notebook,Consumer,Net Banking,49419.63,7,0.2,-7001.05
ORD-10459,2023-08-09,2023-08-11,South,Hyderabad,Electronics,Laptop,Consumer,Debit Card,4697.2,1,0.02,207.86
ORD-10460,2024-02-14,2024-02-17,East,Pune,Furniture,Sofa,Corporate,Net Banking,1099.37,5,0.15,-24.71
ORD-10461,2025-09-20,2025-09-25,South,Mumbai,Furniture,Table,Consumer,Net Banking,23366.37,4,0.1,2451.85
ORD-10462,2023-10-22,2023-10-27,South,Pune,Electronics,Headphones,Home Office,Net Banking,33237.85,3,0.05,654.09
ORD-10463,2023-09-14,2023-09-20,South,Chennai,Furniture,Sofa,Corporate,UPI,33184.98,8,0.08,-856.54
ORD-10464,2024-01-14,2024-01-17,South,Pune,Office Supplies,Notebook,Corporate,Debit Card,4567.5,1,0.09,519.99
ORD-10465,2023-10-22,2023-10-23,West,Ahmedabad,Furniture,Sofa,Home Office,UPI,31420.85,2,0.2,-4647.6
ORD-10466,2025-02-21,2025-02-28,West,Delhi,Furniture,Chair,Corporate,Debit Card,13142.97,4,0.23,-673.17
ORD-10467,2024-08-07,2024-08-14,East,Kolkata,Office Supplies,Notebook,Corporate,UPI,26749.96,2,0.1,-667.5
ORD-10468,2025-03-25,2025-03-28,South,Chennai,Furniture,Wardrobe,Corporate,Debit Card,23979.64,2,0.18,-324.1
ORD-10469,2025-07-07,2025-07-10,North,Kolkata,Office Supplies,Printer,Corporate,Net Banking,37529.62,2,0.04,2914.31
ORD-10470,2025-01-22,2025-01-26,West,Kolkata,Electronics,Smartphone,Corporate,UPI,46440.14,7,0.03,4421.04
ORD-10471,2025-02-18,2025-02-23,East,Hyderabad,Office Supplies,Notebook,Corporate,UPI,27729.55,9,0.05,1518.42
ORD-10472,2025-03-26,2025-03-30,East,Pune,Electronics,Laptop,Consumer,Net Banking,46451.72,3,0.27,-4219.57
ORD-10473,2025-07-12,2025-07-16,East,Kolkata,Office Supplies,Pen Set,Home Office,Credit Card,14652.39,7,0.26,-2319.67
ORD-10474,2025-06-13,2025-06-16,East,Hyderabad,Electronics,Smartphone,Home Office,Net Banking,27428.82,5,0.23,-2410.78
ORD-10475,2024-03-18,2024-03-21,North,Delhi,Furniture,Chair,Consumer,UPI,42178.93,8,0.17,-3538.01
ORD-10476,2024-12-04,2024-12-05,South,Pune,Furniture,Chair,Consumer,Net Banking,3165.98,6,0.23,-399.34
ORD-10477,2025-10-18,2025-10-23,West,Ahmedabad,Electronics,Laptop,Corporate,Net Banking,27208.03,2,0.03,4273.28
ORD-10478,2024-10-22,2024-10-29,East,Ahmedabad,Office Supplies,Printer,Consumer,Debit Card,5047.61,2,0.06,460.19
ORD-10479,2024-05-19,2024-05-21,East,Kolkata,Furniture,Wardrobe,Corporate,UPI,42114.8,6,0.16,339.85
ORD-10480,2023-12-02,2023-12-03,North,Kolkata,Furniture,Chair,Consumer,UPI,25663.85,6,0.17,456.23
ORD-10481,2023-12-23,2023-12-26,East,Kolkata,Electronics,Headphones,Consumer,Debit Card,43729.48,9,0.23,-6471.34
ORD-10482,2024-01-30,2024-02-03,South,Delhi,Furniture,Wardrobe,Consumer,Credit Card,23347.09,8,0.07,2925.21
ORD-10483,2023-05-14,2023-05-20,South,Kolkata,Electronics,Headphones,Home Office,Credit Card,49594.59,8,0.06,8230.88
ORD-10484,2023-04-06,2023-04-09,West,Pune,Electronics,Headphones,Corporate,Debit Card,33049.24,9,0.17,879.58
ORD-10485,2023-11-16,2023-11-22,North,Ahmedabad,Electronics,Tablet,Home Office,Debit Card,30991.28,2,0.11,2998.67
ORD-10486,2024-11-21,2024-11-26,West,Bangalore,Electronics,Headphones,Home Office,Credit Card,27934.21,6,0.25,-894.1
ORD-10487,2025-03-03,2025-03-06,North,Ahmedabad,Office Supplies,Desk Organizer,Home Office,Debit Card,41717.68,9,0.29,-6942.32
ORD-10488,2024-02-01,2024-02-03,North,Mumbai,Electronics,Tablet,Home Office,UPI,16683.12,3,0.25,-1767.35
ORD-10489,2025-12-14,2025-12-17,South,Kolkata,Electronics,Headphones,Consumer,Debit Card,25351.49,4,0.12,1487.45
ORD-10490,2024-09-14,2024-09-17,West,Bangalore,Electronics,Laptop,Home Office,Debit Card,39129.79,6,0.18,-2022.81
ORD-10491,2023-06-22,2023-06-29,West,Delhi,Furniture,Wardrobe,Home Office,UPI,20924.78,8,0.05,121.66
ORD-10492,2023-12-02,2023-12-07,North,Delhi,Furniture,Sofa,Consumer,Debit Card,8760.81,9,0.12,91.69
ORD-10493,2025-11-04,2025-11-10,South,Kolkata,Office Supplies,Desk Organizer,Consumer,Net Banking,43775.99,3,0.02,6391.15
ORD-10494,2025-12-19,2025-12-20,North,Delhi,Office Supplies,Desk Organizer,Home Office,Net Banking,28293.49,4,0.02,3602.31
ORD-10495,2023-01-17,2023-01-24,East,Delhi,Furniture,Chair,Home Office,UPI,30168.76,3,0.08,4073.08
ORD-10496,2025-07-29,2025-08-02,North,Delhi,Office Supplies,Pen Set,Consumer,Net Banking,25163.66,3,0.02,2437.04
ORD-10497,2023-04-21,2023-04-28,South,Kolkata,Office Supplies,Notebook,Consumer,Net Banking,39352.4,6,0.06,6100.65
ORD-10498,2024-01-31,2024-02-05,West,Delhi,Furniture,Wardrobe,Home Office,Net Banking,26254.68,4,0.04,4124.64
ORD-10499,2024-05-07,2024-05-13,West,Delhi,Furniture,Table,Home Office,Debit Card,12174.95,4,0.02,2316.57
ORD-10500,2023-01-13,2023-01-20,East,Mumbai,Electronics,Smartphone,Consumer,Debit Card,38446.13,9,0.28,-3901.78
ORD-10501,2024-11-08,2024-11-14,North,Chennai,Electronics,Tablet,Corporate,Credit Card,21351.78,4,0.15,-1373.98
ORD-10502,2024-12-12,2024-12-13,West,Chennai,Furniture,Wardrobe,Corporate,Net Banking,34452.61,7,0.17,-84.28
ORD-10503,2024-12-13,2024-12-17,West,Hyderabad,Office Supplies,Notebook,Consumer,Net Banking,9631.57,2,0.05,1348.91
ORD-10504,2025-07-19,2025-07-22,East,Delhi,Electronics,Smartphone,Consumer,UPI,29497.6,6,0.08,2171.49
ORD-10505,2023-09-10,2023-09-17,East,Mumbai,Furniture,Wardrobe,Corporate,Debit Card,15286.92,5,0.02,3065.72
ORD-10506,2023-04-17,2023-04-22,South,Bangalore,Office Supplies,Printer,Home Office,Debit Card,11664.3,5,0.25,-1898.71
ORD-10507,2023-11-02,2023-11-06,North,Hyderabad,Furniture,Wardrobe,Corporate,Debit Card,40230.84,5,0.21,-1358.43
ORD-10508,2025-07-17,2025-07-20,North,Hyderabad,Electronics,Smartphone,Corporate,UPI,2967.18,7,0.15,-37.48
ORD-10509,2023-12-02,2023-12-08,West,Bangalore,Office Supplies,Desk Organizer,Corporate,UPI,36610.66,6,0.02,2747.44
ORD-10510,2023-07-02,2023-07-09,West,Kolkata,Electronics,Tablet,Home Office,Credit Card,7001.8,9,0.23,-340.35
ORD-10511,2025-11-20,2025-11-21,North,Kolkata,Electronics,Laptop,Home Office,Credit Card,47852.42,8,0.02,4136.24
ORD-10512,2023-04-16,2023-04-17,North,Ahmedabad,Furniture,Table,Consumer,UPI,13454.43,3,0.08,1714.44
ORD-10513,2025-11-22,2025-11-26,North,Bangalore,Electronics,Headphones,Consumer,Debit Card,48754.32,6,0.13,4337.08
ORD-10514,2023-10-17,2023-10-18,East,Chennai,Office Supplies,Notebook,Corporate,Debit Card,13772.88,9,0.15,-1284.7
ORD-10515,2025-07-27,2025-08-02,South,Pune,Furniture,Wardrobe,Consumer,Debit Card,3601.33,9,0.1,46.95
ORD-10516,2023-09-17,2023-09-20,North,Ahmedabad,Electronics,Smartphone,Consumer,Net Banking,38706.96,6,0.27,-8346.59
ORD-10517,2024-04-05,2024-04-07,South,Hyderabad,Electronics,Headphones,Consumer,UPI,33357.59,4,0.04,6218.76
ORD-10518,2023-03-19,2023-03-21,South,Chennai,Electronics,Laptop,Consumer,Net Banking,19975.67,8,0.08,2320.46
ORD-10519,2023-10-03,2023-10-08,South,Ahmedabad,Furniture,Sofa,Consumer,Debit Card,49074.21,2,0.04,7608.03
ORD-10520,2025-12-16,2025-12-18,West,Mumbai,Electronics,Laptop,Corporate,UPI,9963.94,1,0.14,1040.25
ORD-10521,2025-09-18,2025-09-22,West,Delhi,Furniture,Sofa,Home Office,UPI,30622.1,9,0.05,134.95
ORD-10522,2024-10-31,2024-11-02,East,Hyderabad,Electronics,Tablet,Home Office,Credit Card,36140.4,9,0.26,-3532.92
ORD-10523,2025-07-05,2025-07-07,West,Kolkata,Furniture,Chair,Consumer,Debit Card,26407.85,2,0.12,1016.94
ORD-10524,2024-11-16,2024-11-18,West,Mumbai,Electronics,Laptop,Home Office,Debit Card,39689.15,1,0.16,-3717.08
ORD-10525,2024-12-04,2024-12-08,North,Mumbai,Furniture,Sofa,Consumer,Debit Card,23185.88,1,0.13,-1201.22
ORD-10526,2023-02-26,2023-03-04,West,Chennai,Office Supplies,Pen Set,Consumer,Debit Card,33377.3,9,0.2,-1920.56
ORD-10527,2024-02-03,2024-02-06,North,Kolkata,Electronics,Laptop,Corporate,UPI,20882.39,7,0.16,-2036.98
ORD-10528,2025-08-04,2025-08-05,East,Bangalore,Electronics,Tablet,Consumer,UPI,25868.88,3,0.02,4844.09
ORD-10529,2024-02-17,2024-02-19,North,Hyderabad,Office Supplies,Notebook,Consumer,UPI,10467.51,7,0.26,-1057.54
ORD-10530,2025-07-11,2025-07-16,West,Hyderabad,Furniture,Chair,Home Office,Debit Card,38042.04,4,0.16,-2625.8
ORD-10531,2023-06-28,2023-07-05,West,Bangalore,Office Supplies,Printer,Home Office,Debit Card,43952.59,6,0.05,2245.92
ORD-10532,2023-01-06,2023-01-13,North,Pune,Furniture,Table,Consumer,Debit Card,47358.58,8,0.3,-4527.36
ORD-10533,2025-12-17,2025-12-24,West,Pune,Furniture,Wardrobe,Corporate,Debit Card,1844.79,9,0.03,163.69
ORD-10534,2024-05-06,2024-05-07,North,Hyderabad,Electronics,Tablet,Consumer,Credit Card,14480.33,4,0.24,-1674.12
ORD-10535,2025-01-21,2025-01-27,North,Delhi,Furniture,Table,Home Office,UPI,22858.99,2,0.03,2473.67
ORD-10536,2024-07-26,2024-07-27,North,Mumbai,Electronics,Smartphone,Consumer,Credit Card,10182.66,8,0.09,1207.37
ORD-10537,2025-08-17,2025-08-19,West,Chennai,Office Supplies,Pen Set,Home Office,Debit Card,29090.87,5,0.09,2575.56
ORD-10538,2023-02-08,2023-02-09,West,Pune,Furniture,Chair,Home Office,Net Banking,10194.12,8,0.16,-208.77
ORD-10539,2023-08-25,2023-08-27,East,Kolkata,Office Supplies,Printer,Home Office,Credit Card,28112.1,2,0.1,3413.82
ORD-10540,2023-01-19,2023-01-23,South,Chennai,Office Supplies,Notebook,Home Office,Credit Card,45354.09,2,0.05,4599.37
ORD-10541,2024-02-28,2024-03-06,West,Pune,Electronics,Smartphone,Home Office,Credit Card,30106.58,7,0.06,5081.93
ORD-10542,2025-02-11,2025-02-14,West,Ahmedabad,Furniture,Table,Home Office,Debit Card,32887.48,5,0.13,1416.12
ORD-10543,2024-05-29,2024-06-05,East,Bangalore,Furniture,Chair,Corporate,Net Banking,4631.47,9,0.24,-412.01
ORD-10544,2025-10-04,2025-10-11,West,Kolkata,Office Supplies,Desk Organizer,Corporate,Net Banking,48372.77,7,0.04,7499.57
ORD-10545,2024-11-27,2024-11-28,South,Hyderabad,Electronics,Smartphone,Home Office,Credit Card,16489.05,6,0.29,-1793.57
ORD-10546,2023-03-04,2023-03-06,West,Bangalore,Furniture,Chair,Consumer,Credit Card,6926.41,5,0.17,-100.57
ORD-10547,2024-06-05,2024-06-08,West,Kolkata,Furniture,Chair,Home Office,Debit Card,36108.0,2,0.06,2376.1
ORD-10548,2025-11-10,2025-11-17,West,Bangalore,Office Supplies,Printer,Corporate,Net Banking,48686.14,9,0.25,-4471.4
ORD-10549,2024-03-30,2024-03-31,South,Hyderabad,Electronics,Smartphone,Corporate,Credit Card,35657.02,9,0.14,2650.29
ORD-10550,2023-01-08,2023-01-09,West,Kolkata,Furniture,Sofa,Home Office,Net Banking,23233.63,5,0.08,3109.85
ORD-10551,2023-05-08,2023-05-12,West,Chennai,Furniture,Chair,Corporate,UPI,44051.18,5,0.03,1649.1
ORD-10552,2024-04-22,2024-04-27,North,Delhi,Office Supplies,Pen Set,Corporate,Credit Card,36094.33,3,0.04,2872.69
ORD-10553,2024-09-13,2024-09-16,East,Chennai,Office Supplies,Pen Set,Home Office,Debit Card,22792.37,9,0.13,807.99
ORD-10554,2023-06-19,2023-06-20,East,Hyderabad,Electronics,Headphones,Corporate,Net Banking,37034.42,3,0.01,6957.25
ORD-10555,2024-07-11,2024-07-14,South,Delhi,Electronics,Tablet,Consumer,UPI,5764.01,3,0.21,-841.96
ORD-10556,2024-08-30,2024-09-06,South,Chennai,Furniture,Chair,Corporate,Debit Card,9156.63,9,0.2,442.71
ORD-10557,2025-11-28,2025-12-04,West,Bangalore,Electronics,Laptop,Home Office,Debit Card,4097.21,3,0.21,-235.46
ORD-10558,2024-09-10,2024-09-15,West,Delhi,Electronics,Laptop,Corporate,Credit Card,15612.88,5,0.01,1573.61
ORD-10559,2024-02-27,2024-02-29,West,Mumbai,Furniture,Chair,Corporate,Debit Card,32831.56,4,0.26,-1864.41
ORD-10560,2024-07-04,2024-07-05,East,Chennai,Electronics,Headphones,Corporate,Net Banking,39528.14,2,0.2,982.09
ORD-10561,2024-09-04,2024-09-10,North,Pune,Office Supplies,Desk Organizer,Corporate,Credit Card,509.33,2,0.13,6.15
ORD-10562,2024-02-22,2024-02-25,North,Pune,Office Supplies,Printer,Home Office,Net Banking,43295.9,8,0.04,4007.13
ORD-10563,2023-10-23,2023-10-30,South,Mumbai,Furniture,Sofa,Consumer,Credit Card,40216.54,4,0.01,4998.47
ORD-10564,2025-01-19,2025-01-26,West,Kolkata,Furniture,Wardrobe,Consumer,UPI,1845.16,6,0.08,261.4
ORD-10565,2024-11-14,2024-11-15,North,Pune,Office Supplies,Notebook,Consumer,Credit Card,14964.8,3,0.25,-899.94
ORD-10566,2024-01-01,2024-01-03,South,Kolkata,Furniture,Chair,Corporate,Net Banking,42053.32,7,0.19,-1184.35
ORD-10567,2023-03-03,2023-03-10,East,Ahmedabad,Furniture,Sofa,Corporate,UPI,31597.79,9,0.08,4567.48
ORD-10568,2024-02-26,2024-03-04,East,Chennai,Furniture,Wardrobe,Consumer,Credit Card,6072.73,6,0.04,143.73
ORD-10569,2023-09-20,2023-09-27,North,Hyderabad,Furniture,Chair,Consumer,Credit Card,13534.13,9,0.0,1945.58
ORD-10570,2023-09-21,2023-09-22,West,Mumbai,Office Supplies,Printer,Consumer,Debit Card,15412.63,5,0.09,308.0
ORD-10571,2024-08-07,2024-08-10,East,Hyderabad,Furniture,Chair,Corporate,Credit Card,37288.06,4,0.02,7660.75
ORD-10572,2025-03-13,2025-03-20,North,Delhi,Furniture,Table,Home Office,Net Banking,43924.46,6,0.27,-8035.28
ORD-10573,2023-09-04,2023-09-06,West,Kolkata,Furniture,Wardrobe,Home Office,Credit Card,4408.97,1,0.09,202.09
ORD-10574,2023-11-13,2023-11-18,East,Bangalore,Electronics,Smartphone,Home Office,Net Banking,13754.95,2,0.17,161.83
ORD-10575,2025-05-15,2025-05-18,South,Kolkata,Furniture,Wardrobe,Home Office,Net Banking,12989.21,5,0.18,-1390.02
ORD-10576,2023-11-28,2023-11-30,North,Bangalore,Furniture,Sofa,Corporate,Debit Card,5145.94,9,0.2,81.6
ORD-10577,2023-12-19,2023-12-22,South,Kolkata,Electronics,Laptop,Home Office,Net Banking,44009.46,1,0.01,7872.86
ORD-10578,2025-04-20,2025-04-26,West,Delhi,Electronics,Tablet,Corporate,Debit Card,4569.25,6,0.13,341.67
ORD-10579,2025-07-13,2025-07-19,East,Ahmedabad,Office Supplies,Desk Organizer,Consumer,Credit Card,30295.21,4,0.13,1254.76
ORD-10580,2025-10-20,2025-10-27,South,Chennai,Furniture,Chair,Home Office,Credit Card,31749.72,4,0.24,-1970.99
ORD-10581,2023-12-17,2023-12-22,North,Bangalore,Furniture,Wardrobe,Corporate,Debit Card,33983.1,4,0.12,935.67
ORD-10582,2023-07-20,2023-07-25,North,Mumbai,Furniture,Chair,Corporate,UPI,32785.1,2,0.08,2117.24
ORD-10583,2024-12-03,2024-12-05,South,Kolkata,Furniture,Sofa,Corporate,UPI,49200.1,8,0.19,-6190.04
ORD-10584,2023-02-24,2023-02-25,West,Bangalore,Electronics,Laptop,Corporate,Credit Card,13092.38,1,0.01,2105.44
ORD-10585,2025-02-12,2025-02-17,North,Delhi,Office Supplies,Desk Organizer,Consumer,Debit Card,45415.32,3,0.08,7462.03
ORD-10586,2023-11-10,2023-11-16,West,Bangalore,Office Supplies,Notebook,Corporate,UPI,16901.68,1,0.19,-778.34
ORD-10587,2024-05-21,2024-05-26,North,Chennai,Furniture,Wardrobe,Consumer,Credit Card,22649.67,4,0.06,2113.54
ORD-10588,2025-09-30,2025-10-03,West,Ahmedabad,Electronics,Smartphone,Consumer,Net Banking,772.54,1,0.07,-9.78
ORD-10589,2023-05-16,2023-05-23,South,Bangalore,Furniture,Sofa,Home Office,Net Banking,5847.27,7,0.24,-442.0
ORD-10590,2023-03-15,2023-03-21,South,Bangalore,Office Supplies,Pen Set,Consumer,Debit Card,25877.05,6,0.28,-3897.01
ORD-10591,2023-01-14,2023-01-21,South,Ahmedabad,Office Supplies,Printer,Corporate,UPI,4811.09,9,0.25,-450.7
ORD-10592,2023-04-30,2023-05-02,West,Ahmedabad,Electronics,Tablet,Home Office,Net Banking,44053.2,7,0.26,-4902.71
ORD-10593,2023-06-01,2023-06-04,North,Hyderabad,Electronics,Tablet,Home Office,Debit Card,35261.81,3,0.14,3381.09
ORD-10594,2024-06-23,2024-06-26,South,Ahmedabad,Office Supplies,Pen Set,Consumer,Debit Card,8677.59,8,0.13,19.13
ORD-10595,2025-04-25,2025-04-30,East,Chennai,Electronics,Headphones,Home Office,UPI,45426.74,5,0.08,4766.24
ORD-10596,2024-07-22,2024-07-29,East,Delhi,Office Supplies,Notebook,Home Office,Credit Card,15188.02,7,0.29,-1453.82
ORD-10597,2023-01-24,2023-01-26,South,Chennai,Furniture,Chair,Consumer,Net Banking,43212.58,7,0.22,-176.41
ORD-10598,2025-08-24,2025-08-29,South,Hyderabad,Office Supplies,Desk Organizer,Corporate,UPI,2507.66,4,0.21,-343.81
ORD-10599,2025-03-02,2025-03-08,North,Kolkata,Office Supplies,Notebook,Consumer,UPI,19500.02,4,0.11,-698.0
ORD-10600,2024-01-18,2024-01-20,South,Bangalore,Electronics,Tablet,Corporate,Credit Card,21237.92,4,0.27,-2955.3
ORD-10601,2024-05-10,2024-05-16,East,Delhi,Furniture,Sofa,Home Office,UPI,16393.51,9,0.28,-1578.46
ORD-10602,2023-10-27,2023-11-01,West,Kolkata,Office Supplies,Pen Set,Consumer,Debit Card,34094.16,2,0.27,-3418.33
ORD-10603,2023-05-20,2023-05-21,North,Chennai,Office Supplies,Printer,Home Office,Credit Card,25356.6,3,0.27,-2471.9
ORD-10604,2024-04-28,2024-05-03,West,Hyderabad,Office Supplies,Printer,Consumer,UPI,43748.08,4,0.19,358.57
ORD-10605,2023-05-02,2023-05-04,South,Bangalore,Electronics,Laptop,Corporate,Debit Card,26734.58,3,0.16,-2180.81
ORD-10606,2025-09-24,2025-10-01,East,Bangalore,Electronics,Laptop,Corporate,UPI,1079.48,3,0.13,-68.14
ORD-10607,2023-09-13,2023-09-19,East,Ahmedabad,Electronics,Laptop,Consumer,Credit Card,20268.75,5,0.04,2467.28
ORD-10608,2025-09-30,2025-10-06,South,Delhi,Furniture,Sofa,Home Office,Net Banking,17486.78,7,0.25,-3261.69
ORD-10609,2025-08-08,2025-08-10,West,Mumbai,Furniture,Sofa,Corporate,UPI,19675.93,2,0.12,-1071.89
ORD-10610,2024-12-13,2024-12-19,West,Delhi,Electronics,Laptop,Home Office,UPI,27355.45,6,0.24,-2755.13
ORD-10611,2024-06-11,2024-06-14,West,Delhi,Electronics,Headphones,Home Office,UPI,40019.83,3,0.14,1034.64
ORD-10612,2023-02-20,2023-02-25,South,Hyderabad,Electronics,Smartphone,Consumer,Net Banking,38087.88,7,0.1,2530.55
ORD-10613,2025-06-29,2025-07-04,East,Ahmedabad,Electronics,Headphones,Corporate,Credit Card,18873.03,9,0.01,2238.24
ORD-10614,2025-01-09,2025-01-12,North,Hyderabad,Furniture,Table,Corporate,UPI,26527.72,2,0.05,2284.19
ORD-10615,2023-03-17,2023-03-18,East,Pune,Furniture,Sofa,Consumer,Net Banking,7558.41,8,0.23,70.51
ORD-10616,2024-05-01,2024-05-06,West,Pune,Electronics,Tablet,Home Office,Debit Card,17318.56,2,0.19,-1244.84
ORD-10617,2024-11-23,2024-11-29,West,Ahmedabad,Office Supplies,Desk Organizer,Consumer,Credit Card,4049.74,1,0.03,767.13
ORD-10618,2023-11-11,2023-11-14,South,Pune,Electronics,Tablet,Consumer,UPI,26788.72,4,0.17,-215.98
ORD-10619,2024-08-14,2024-08-21,North,Ahmedabad,Office Supplies,Desk Organizer,Consumer,Credit Card,5710.33,1,0.04,611.68
ORD-10620,2023-01-11,2023-01-17,South,Ahmedabad,Furniture,Sofa,Home Office,UPI,1863.07,3,0.29,-303.98
ORD-10621,2025-09-28,2025-10-04,East,Chennai,Furniture,Chair,Corporate,Credit Card,2430.3,6,0.28,-357.67
ORD-10622,2023-10-11,2023-10-13,West,Chennai,Furniture,Chair,Corporate,Debit Card,20074.0,6,0.23,-1772.44
ORD-10623,2023-03-01,2023-03-08,East,Bangalore,Office Supplies,Pen Set,Consumer,UPI,14817.62,5,0.25,-1865.84
ORD-10624,2025-04-01,2025-04-05,North,Mumbai,Electronics,Headphones,Consumer,Debit Card,19052.78,3,0.27,-1894.06
ORD-10625,2024-11-14,2024-11-17,East,Mumbai,Office Supplies,Desk Organizer,Home Office,Credit Card,41422.01,1,0.03,5856.06
ORD-10626,2025-07-19,2025-07-20,East,Ahmedabad,Electronics,Smartphone,Corporate,Debit Card,8003.42,1,0.12,-15.39
